caption,answer
"Gabaccia Moreno doesn't only move mountains – she scales them. Following her journey to Everest Base Camp with Native Women's Wilderness, the multi-hyphenate creative and outdoor advocate recounted the awe-inspiring summit to our team at Osprey. 

An experience full of perseverance, self-realization, and triumph, read Gabbacia's entire Journey to Everest Base Camp via the link in our Stories

#OspreyPacks",write a post about a woman's journey to Everest Base Camp with a backpack
Proof that Osprey packs defy gravity 😎,write a caption for a photo of a person wearing an Osprey backpack in a unique position
"For a limited time, enjoy 25% off to help you beat the heat—and maybe your PR as well.

With a totally redesigned hydration system, fresh new colors and bluesign® approved, 100% recycled main body fabric, our new suite of bike hydration packs are an essential upgrade for anyone hoping to lap up the singletrack this season.

#OspreyPacks",write a promotional post for new bike hydration packs
"Osprey's Campus Collection – college-level organization that encourages exploration.

With fine-tuned organization, like laptop sleeves, specialized internal pocketing, bottle pockets and more, they’re ready to carry you through your heftiest courseloads and beyond. 

Shop via the link in our Stories. 

#OspreyPacks",write a promotional post for Osprey's Campus Collection backpacks
"We can't promise every hike with the Poco will be this easy, but this proof is hard to deny 🕺

How are you spending the last few weeks of summer vacation with your little ones?

🎥 @todburn_tales",write a caption for a backpack post featuring a family hiking with kids
"Planning some quality time on the trail? Here’s what we take for family adventures:

From the doorstep to the trailhead, gear up for a fun day exploring the outdoors with tried-and-true packs that help everyone get excited and feel included. 

Shop now via the link in our Stories! 

#OspreyPacks",write a promotional post for family backpacks
"However you spend time on the water, keep your valuables bone dry with the all-new, stand-alone waterproof, IPX5-rated Wildwater Series. 

Go Wild – shop the Wildwater Series now.",write a caption for a waterproof backpack advertisement
"When the view actually is worth the hike 🌅

Looking for Saturday sunset shots - tag us in your best! 

📷 @reung2santa

#OspreyPacks | Featuring the Daylite Sling",write a caption for a backpack post featuring a sunset view
"Cannot confirm nor deny whether the Daylite helped him get the 'yes'... (it did.)

Congratulations @elenamb77 and Jack - a match made in heaven 😉🤘",write a caption for a backpack post featuring a couple's engagement
"Grab the perfect pack up to 40% off with Osprey's End of Summer Sale, happening now through September 4th!
 
Spanning categories, shop for comfortable, durable, functional gear at our best prices of the season. 

#OspreyPacks",write a promotional post for Osprey's End of Summer Sale
"Run with Osprey's Duro™ | Dyna Family – Seriously comfortable run hydration. 

Designed to make it easy and comfortable to stay hydrated for every block, mile, 5K fun run or marathon you take on. 

Shop now via the link in our Stories.

#OpsreyPacks",write a promotional post for Osprey's Duro™ | Dyna Family backpacks
"If you love to ski, hike, bike, paddle and climb—or if you want to find out whether or not you do—college and university clubs provide supportive spaces to explore your interests. 

With a new year of classes starting right around the corner, check out the link in our Stories to see 10 student organizations from colleges around the country that are perfect to spark your sense of adventure. 

#OspreyPacks",write a post about backpacks and college adventure clubs
"We may be inching closer to fall, but Osprey's got more Daylite... new colors on arrival! 🎨

#OspreyPacks",write a post about new colors of Osprey Daylite backpack
"In celebration of #DisabilityPrideMonth and today marking the anniversary of the enactment of the ADA, Osprey spoke to the Range of Motion Project’s (ROMP), Lauren ‘LP’ Panasewicz, on the mission and history of the non-profit and its annual ~19,000 ft. ""Climbing for ROMP"" campaign.
 
Committed to ensuring access to high-quality prosthetic care for underserved amputees, ROMP champions mobility for all and equitable access to healthcare, mobility, and the outdoors. 

Learn more about LP’s journey with ROMP and more on the team’s philanthropic efforts at the link via our Stories.",write a post about Osprey's partnership with ROMP for Disability Pride Month
"Happiness is a good view and a great pack. 

📷 @the___edge

#OspreyPacks | Featuring the Atmos/Aura AG Series",write a caption for a backpack post with a scenic view
"BRB – taking the road less traveled 🤠

📷 @50nuancesdetrek | @djeasus

#OspreyPacks | Featuring the Eja Pro 55 and the Daylite Plus",write caption for instagram post featuring Osprey backpacks
"Get road trip ready! From gear-gobbling duffels to clever packs and accessories, check off your packing list for a summer full of adventure. 

Shop now via the link in our Stories. 

#OspreyPacks",write a promotional post for summer adventure backpacks
"Oh, the places your Osprey will go 🎈

📷 @2geographers
 
#OspreyPacks | Featuring the Hikelite Series",write a short caption for an Instagram post featuring the Osprey Hikelite Series backpack
"Oh, Canada! 🇨🇦 Happy Canada Day to our Osprey family up north. 

What's your favorite hiking spot in Canada? Share with us in our Stories! 

📷 @graceorion5 | @amandamcnally_ 

#OspreyPacks",write a caption for an Instagram post celebrating Canada Day with a backpack theme
"Carrying you through the dog days of summer 🎾🐾

#OspreyPacks | Featured pack from the Stratos/Sirrus Series",write a caption for a backpack post in the summer
"On the trails or on your European summer getaway, there's no better travel partner than an Osprey hydration pack.

📷 @alycerunshome

#OspreyPacks | Featuring the Seral 4",write a caption for a travel photo with an Osprey hydration pack
"Through your inbox after the 4-day weekend or high water - there's a pack for that. 

#OspreyPacks | Featuring The Osprey UNLTD™ - a new era of design and technology.",write a caption for a backpack post featuring the Osprey UNLTD™
"Don't need any petals to tell me if I love my pack. 😉 Always remember to enjoy nature (and wildflower season) responsibly. 🌸

#OspreyPacks",write a caption for a backpack post with a nature theme
"From California, to the New York island...

Happy 4th of July from Osprey - this land was made for you and me 🌄🇺🇸

📷 @jwalkadventures | @little_tennessee | @wizkhanisha 

#OspreyPacks",write patriotic backpack post for 4th of July
"We'll keep them safe, you keep them wild.

The only thing better than seeing it yourself is seeing it through their eyes - get even the littlest ones out exploring with the Poco Series.

📷 @jaytphan | @theunexpectedtype 

#OspreyPacks",write caption for instagram post featuring backpacks for parents and children
"Hit the town running with Osprey's Arcane Family - perfect from commute to happy hour 🕶️

#OspreyPacks",write a caption for an Instagram post featuring Osprey's Arcane Family backpacks.
"The Daylite™ Series  – brighten up your everyday 🌅

Refreshed with playful new colors, choose the one that resonates with you, and shop the pack family via the link in our Stories.",write a caption for a post showcasing the new colors of the Daylite™ Series backpacks
"Congratulations to Lael Wilcox on completing the Tour Divide — as the 1st female finisher and 13th overall — in just 16 days, 20 hours, and 17 minutes! Starting in Banff and ending at the US/Mexico Border, Lael rode 2,696 miles through intense weather and extremely challenging conditions, both physically and mentally. While there were moments of doubt — the kindness and sense of community along the route helped her push through to the finish line. 

We are so proud to be by your side throughout your incredible accomplishments. We look forward to what you take on next!

📷 @rugilekaladyte

#OspreyAthlete",write a congratulatory message for a female cyclist who completed a challenging race
